ei,0.31666666666666665,0.2,0.31666666666666665,0.16666666666666666
ei,0.45,0.13333333333333333,0.35,0.06666666666666667
ei,0.23333333333333334,0.2,0.45,0.11666666666666667
ei,0.26666666666666666,0.06666666666666667,0.38333333333333336,0.2833333333333333
ei,0.43333333333333335,0.16666666666666666,0.23333333333333334,0.16666666666666666
ei,0.25,0.35,0.3,0.1
ei,0.3333333333333333,0.2,0.2833333333333333,0.18333333333333332
ei,0.3333333333333333,0.15,0.4166666666666667,0.1
ei,0.35,0.13333333333333333,0.35,0.16666666666666666
ei,0.18333333333333332,0.25,0.4166666666666667,0.15
ei,0.3,0.15,0.38333333333333336,0.16666666666666666
ei,0.2,0.23333333333333334,0.4,0.16666666666666666
ei,0.15,0.2833333333333333,0.45,0.11666666666666667
ei,0.18333333333333332,0.23333333333333334,0.31666666666666665,0.26666666666666666
ei,0.13333333333333333,0.2833333333333333,0.45,0.13333333333333333
ei,0.18333333333333332,0.23333333333333334,0.31666666666666665,0.26666666666666666
ei,0.26666666666666666,0.21666666666666667,0.2833333333333333,0.23333333333333334
ei,0.2,0.21666666666666667,0.21666666666666667,0.36666666666666664
ei,0.23333333333333334,0.36666666666666664,0.25,0.15
ei,0.3333333333333333,0.25,0.25,0.16666666666666666
ei,0.38333333333333336,0.15,0.3,0.16666666666666666
ei,0.38333333333333336,0.25,0.2,0.16666666666666666
ei,0.25,0.21666666666666667,0.4,0.13333333333333333
ei,0.21666666666666667,0.25,0.2833333333333333,0.25
ei,0.23333333333333334,0.3333333333333333,0.25,0.18333333333333332
ei,0.4666666666666667,0.15,0.31666666666666665,0.06666666666666667
ei,0.35,0.11666666666666667,0.4166666666666667,0.11666666666666667
ei,0.35,0.2,0.3,0.15
ei,0.35,0.1,0.26666666666666666,0.2833333333333333
ei,0.3,0.2,0.2833333333333333,0.21666666666666667
ei,0.4666666666666667,0.15,0.31666666666666665,0.06666666666666667
ei,0.35,0.11666666666666667,0.4166666666666667,0.11666666666666667
ei,0.35,0.2,0.3,0.15
ei,0.35,0.1,0.26666666666666666,0.2833333333333333
ei,0.3,0.2,0.2833333333333333,0.21666666666666667
ei,0.4666666666666667,0.03333333333333333,0.3333333333333333,0.16666666666666666
ei,0.35,0.11666666666666667,0.38333333333333336,0.15
ei,0.35,0.23333333333333334,0.3,0.11666666666666667
ei,0.25,0.13333333333333333,0.3,0.31666666666666665
ei,0.3,0.16666666666666666,0.35,0.18333333333333332
ei,0.36666666666666664,0.16666666666666666,0.4,0.06666666666666667
ei,0.31666666666666665,0.3,0.16666666666666666,0.21666666666666667
ei,0.3333333333333333,0.21666666666666667,0.21666666666666667,0.23333333333333334
ei,0.23333333333333334,0.21666666666666667,0.38333333333333336,0.16666666666666666
ei,0.4166666666666667,0.16666666666666666,0.26666666666666666,0.15
ei,0.23333333333333334,0.2,0.35,0.21666666666666667
ei,0.2,0.18333333333333332,0.45,0.16666666666666666
ei,0.2,0.2833333333333333,0.4166666666666667,0.1
